"ITTER107","Territorio","TIPO_DATO_ISTR","Tipo dato","SEXISTAT1","Sesso","CITTADINANZA","Cittadinanza","ORDINESCOL2","Ordine scolastico","NATGIUR1","Gestione della scuola","TIPO_SCUOLA2","Tipo di scuola superiore","TIME","Seleziona anno (anno t= anno sc. t-1 / t)","Value","Flag Codes","Flags"
"ITC1","Piemonte","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",25877,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",5059,,
"IT","Italia","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",1609,,
"ITE","Centro","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",2013,,
"ITC3","Liguria","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",7762,,
"ITE","Centro","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",2589,,
"ITE2","Umbria","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",3,,
"ITE2","Umbria","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",5596,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",19376,,
"ITF","Sud","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ART","istituto d arte","2019","2019",82,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",1848,,
"ITE4","Lazio","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",5303,,
"ITD1","Provincia Autonoma Bolzano / Bozen","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",31,,
"ITE4","Lazio","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",11258,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",4891,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",3265,,
"ITE3","Marche","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",261,,
"ITF3","Campania","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",147,,
"ITF","Sud","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",7444,,
"ITE","Centro","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",383,,
"ITE4","Lazio","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",112,,
"ITF3","Campania","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",261,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",21,,
"IT","Italia","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",3029,,
"ITE","Centro","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",1150,,
"ITF","Sud","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",1844,,
"ITE1","Toscana","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",3674,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",3170,,
"IT","Italia","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","TECH","altri istituti tecnici","2019","2019",28,,
"ITD5","Emilia-Romagna","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",906,,
"ITC4","Lombardia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ARTI","liceo artistico","2019","2019",948,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",12785,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",3082,,
"ITF2","Molise","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",17,,
"ITF","Sud","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",102,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",497,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",27944,,
"ITE1","Toscana","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",339,,
"ITD5","Emilia-Romagna","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",1292,,
"IT","Italia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",38388,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","INDU","istituto tecnico industriale","2019","2019",515,,
"ITE4","Lazio","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",433,,
"ITF1","Abruzzo","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",26,,
"ITF3","Campania","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",29368,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","ARTI","liceo artistico","2019","2019",3158,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",18,,
"ITE3","Marche","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",13386,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",5207,,
"ITF1","Abruzzo","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",92,,
"ITC4","Lombardia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",2,,
"ITD5","Emilia-Romagna","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",20,,
"ITC1","Piemonte","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",261,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",243,,
"ITE3","Marche","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",3092,,
"ITC3","Liguria","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",1801,,
"ITE2","Umbria","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",149,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","LIN","liceo linguistico","2019","2019",122,,
"ITE","Centro","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",3355,,
"ITE4","Lazio","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",516,,
"ITF","Sud","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COMM","istituto tecnico commerciale","2019","2019",5432,,
"ITF3","Campania","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",720,,
"ITD2","Provincia Autonoma Trento","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",10,,
"ITF3","Campania","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",399,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",89,,
"ITD1","Provincia Autonoma Bolzano / Bozen","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","TECH","altri istituti tecnici","2019","2019",37,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",409,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",9762,,
"ITE3","Marche","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","INDU","istituto tecnico industriale","2019","2019",505,,
"ITC4","Lombardia","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",2635,,
"ITD3","Veneto","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",3200,,
"ITD5","Emilia-Romagna","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",546,,
"ITC1","Piemonte","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",2054,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",39,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",3541,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",3860,,
"ITD","Nord-est","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",889,,
"IT","Italia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",989,,
"IT","Italia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","LIN","liceo linguistico","2019","2019",10,,
"ITC4","Lombardia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","VOC_OTH","altri istituti professionali","2019","2019",44,,
"ITC","Nord-ovest","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",35,,
"ITE2","Umbria","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",138,,
"ITF3","Campania","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",945,,
"ITC4","Lombardia","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",10754,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",53,,
"ITD","Nord-est","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",252,,
"ITE2","Umbria","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COM","istituto professionale per i servizi commerciali","2019","2019",56,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",409,,
"ITC3","Liguria","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",15,,
"ITC3","Liguria","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",496,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",19,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",10876,,
"ITF1","Abruzzo","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",283,,
"ITC","Nord-ovest","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",1422,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",2729,,
"ITD3","Veneto","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","TECH","altri istituti tecnici","2019","2019",711,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","VOC_OTH","altri istituti professionali","2019","2019",2102,,
"ITF3","Campania","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",869,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",321,,
"ITE1","Toscana","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","TECH","altri istituti tecnici","2019","2019",19,,
"ITE1","Toscana","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",8481,,
"ITF1","Abruzzo","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",10,,
"IT","Italia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","ART","istituto d arte","2019","2019",1811,,
"IT","Italia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",8959,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",648,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",4765,,
"ITF","Sud","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",74,,
"ITD1","Provincia Autonoma Bolzano / Bozen","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","ALL","totale","INDU","istituto tecnico industriale","2019","2019",21,,
